CALENDAR_YEAR,LOCATION_ID,RACE_ETHNICITY,ALONE_OR_IN_COMBINATION,CNT
2020,CA-505,Hispanic/Latina/e/o,Alone,76
2020,CA-505,Hispanic/Latina/e/o,In_Combination,1189
2020,CA-505,Native Hawaiian or Pacific Islander,Alone,84
2020,CA-505,Native Hawaiian or Pacific Islander,In_Combination,106
2020,CA-505,White,Alone,1998
2020,CA-505,White,In_Combination,827
2020,CA-506,"American Indian, Alaska Native, or Indigenous",Alone,31
2020,CA-506,"American Indian, Alaska Native, or Indigenous",In_Combination,91
2020,CA-506,Asian or Asian American,Alone,31
2020,CA-506,Asian or Asian American,In_Combination,42
2020,CA-506,"Black, African American or African",Alone,138
2020,CA-506,"Black, African American or African",In_Combination,76
2020,CA-506,Hispanic/Latina/e/o,Alone,53
2020,CA-506,Hispanic/Latina/e/o,In_Combination,1289
2020,CA-506,Native Hawaiian or Pacific Islander,Alone,30
2020,CA-506,Native Hawaiian or Pacific Islander,In_Combination,34
2020,CA-506,White,Alone,534
2020,CA-506,White,In_Combination,1234
2020,CA-507,"American Indian, Alaska Native, or Indigenous",Alone,16
2020,CA-507,"American Indian, Alaska Native, or Indigenous",In_Combination,35
2020,CA-507,Asian or Asian American,Alone,22
2020,CA-507,Asian or Asian American,In_Combination,*
2020,CA-507,"Black, African American or African",Alone,235
2020,CA-507,"Black, African American or African",In_Combination,64
2020,CA-507,Hispanic/Latina/e/o,Alone,56
2020,CA-507,Hispanic/Latina/e/o,In_Combination,257
2020,CA-507,Native Hawaiian or Pacific Islander,Alone,*
2020,CA-507,Native Hawaiian or Pacific Islander,In_Combination,14
2020,CA-507,White,Alone,483
2020,CA-507,White,In_Combination,241
2020,CA-508,"American Indian, Alaska Native, or Indigenous",Alone,37
2020,CA-508,"American Indian, Alaska Native, or Indigenous",In_Combination,135
2020,CA-508,Asian or Asian American,Alone,12
2020,CA-508,Asian or Asian American,In_Combination,19
2020,CA-508,"Black, African American or African",Alone,102
2020,CA-508,"Black, African American or African",In_Combination,51
2020,CA-508,Hispanic/Latina/e/o,Alone,202
2020,CA-508,Hispanic/Latina/e/o,In_Combination,846
2020,CA-508,Native Hawaiian or Pacific Islander,Alone,17
2020,CA-508,Native Hawaiian or Pacific Islander,In_Combination,20
2020,CA-508,White,Alone,1070
2020,CA-508,White,In_Combination,834
2020,CA-509,"American Indian, Alaska Native, or Indigenous",Alone,99
2020,CA-509,"American Indian, Alaska Native, or Indigenous",In_Combination,80
2020,CA-509,Asian or Asian American,Alone,*
2020,CA-509,Asian or Asian American,In_Combination,*
2020,CA-509,"Black, African American or African",Alone,24
2020,CA-509,"Black, African American or African",In_Combination,*
2020,CA-509,Hispanic/Latina/e/o,Alone,12
2020,CA-509,Hispanic/Latina/e/o,In_Combination,177
2020,CA-509,Native Hawaiian or Pacific Islander,Alone,*
2020,CA-509,Native Hawaiian or Pacific Islander,In_Combination,*
2020,CA-509,White,Alone,613
2020,CA-509,White,In_Combination,182
2020,CA-510,"American Indian, Alaska Native, or Indigenous",Alone,44
2020,CA-510,"American Indian, Alaska Native, or Indigenous",In_Combination,280
2020,CA-510,Asian or Asian American,Alone,65
2020,CA-510,Asian or Asian American,In_Combination,68
2020,CA-510,"Black, African American or African",Alone,559
2020,CA-510,"Black, African American or African",In_Combination,272
2020,CA-510,Hispanic/Latina/e/o,Alone,95
2020,CA-510,Hispanic/Latina/e/o,In_Combination,1812
2020,CA-510,Native Hawaiian or Pacific Islander,Alone,36
2020,CA-510,Native Hawaiian or Pacific Islander,In_Combination,75
2020,CA-510,White,Alone,1916
2020,CA-510,White,In_Combination,1904
2020,CA-511,"American Indian, Alaska Native, or Indigenous",Alone,62
2020,CA-511,"American Indian, Alaska Native, or Indigenous",In_Combination,190
2020,CA-511,Asian or Asian American,Alone,122
2020,CA-511,Asian or Asian American,In_Combination,133
2020,CA-511,"Black, African American or African",Alone,2169
2020,CA-511,"Black, African American or African",In_Combination,358
2020,CA-511,Hispanic/Latina/e/o,Alone,187
2020,CA-511,Hispanic/Latina/e/o,In_Combination,2131
2020,CA-511,Native Hawaiian or Pacific Islander,Alone,71
2020,CA-511,Native Hawaiian or Pacific Islander,In_Combination,102
2020,CA-511,White,Alone,1609
2020,CA-511,White,In_Combination,2207
2020,CA-512,"American Indian, Alaska Native, or Indigenous",Alone,34
2020,CA-512,"American Indian, Alaska Native, or Indigenous",In_Combination,211
2020,CA-512,Asian or Asian American,Alone,193
2020,CA-512,Asian or Asian American,In_Combination,55
2020,CA-512,"Black, African American or African",Alone,747
2020,CA-512,"Black, African American or African",In_Combination,127
2020,CA-512,Hispanic/Latina/e/o,Alone,55
2020,CA-512,Hispanic/Latina/e/o,In_Combination,1407
2020,CA-512,Native Hawaiian or Pacific Islander,Alone,328
2020,CA-512,Native Hawaiian or Pacific Islander,In_Combination,56
2020,CA-512,White,Alone,1353
2020,CA-512,White,In_Combination,1267
2020,CA-513,"American Indian, Alaska Native, or Indigenous",Alone,44
2020,CA-513,"American Indian, Alaska Native, or Indigenous",In_Combination,131
2020,CA-513,Asian or Asian American,Alone,21
2020,CA-513,Asian or Asian American,In_Combination,*
2020,CA-513,"Black, African American or African",Alone,309
2020,CA-513,"Black, African American or African",In_Combination,79
2020,CA-513,Hispanic/Latina/e/o,Alone,41
2020,CA-513,Hispanic/Latina/e/o,In_Combination,1716
2020,CA-513,Native Hawaiian or Pacific Islander,Alone,19
2020,CA-513,Native Hawaiian or Pacific Islander,In_Combination,20
2020,CA-513,White,Alone,1068
2020,CA-513,White,In_Combination,1643
2020,CA-514,"American Indian, Alaska Native, or Indigenous",Alone,118
2020,CA-514,"American Indian, Alaska Native, or Indigenous",In_Combination,134
2020,CA-514,Asian or Asian American,Alone,52
2020,CA-514,Asian or Asian American,In_Combination,13
2020,CA-514,"Black, African American or African",Alone,875
2020,CA-514,"Black, African American or African",In_Combination,118
2020,CA-514,Hispanic/Latina/e/o,Alone,106
2020,CA-514,Hispanic/Latina/e/o,In_Combination,2124
2020,CA-514,Native Hawaiian or Pacific Islander,Alone,19
2020,CA-514,Native Hawaiian or Pacific Islander,In_Combination,37
2020,CA-514,White,Alone,1164
2020,CA-514,White,In_Combination,2030
2020,CA-515,"American Indian, Alaska Native, or Indigenous",Alone,41
2020,CA-515,"American Indian, Alaska Native, or Indigenous",In_Combination,126
2020,CA-515,Asian or Asian American,Alone,30
2020,CA-515,Asian or Asian American,In_Combination,21
2020,CA-515,"Black, African American or African",Alone,132
2020,CA-515,"Black, African American or African",In_Combination,77
2020,CA-515,Hispanic/Latina/e/o,Alone,25
2020,CA-515,Hispanic/Latina/e/o,In_Combination,319
2020,CA-515,Native Hawaiian or Pacific Islander,Alone,*
2020,CA-515,Native Hawaiian or Pacific Islander,In_Combination,21
2020,CA-515,White,Alone,1026
2020,CA-515,White,In_Combination,376
2020,CA-516,"American Indian, Alaska Native, or Indigenous",Alone,40
2020,CA-516,"American Indian, Alaska Native, or Indigenous",In_Combination,130
2020,CA-516,Asian or Asian American,Alone,*
2020,CA-516,Asian or Asian American,In_Combination,*
2020,CA-516,"Black, African American or African",Alone,52
2020,CA-516,"Black, African American or African",In_Combination,42
2020,CA-516,Hispanic/Latina/e/o,Alone,15
2020,CA-516,Hispanic/Latina/e/o,In_Combination,91
2020,CA-516,Native Hawaiian or Pacific Islander,Alone,11
2020,CA-516,Native Hawaiian or Pacific Islander,In_Combination,14
2020,CA-516,White,Alone,885
2020,CA-516,White,In_Combination,218
2020,CA-517,"American Indian, Alaska Native, or Indigenous",Alone,20
2020,CA-517,"American Indian, Alaska Native, or Indigenous",In_Combination,80
2020,CA-517,Asian or Asian American,Alone,21
2020,CA-517,Asian or Asian American,In_Combination,*
2020,CA-517,"Black, African American or African",Alone,59
2020,CA-517,"Black, African American or African",In_Combination,29
2020,CA-517,Hispanic/Latina/e/o,Alone,225
2020,CA-517,Hispanic/Latina/e/o,In_Combination,408
2020,CA-517,Native Hawaiian or Pacific Islander,Alone,12
2020,CA-517,Native Hawaiian or Pacific Islander,In_Combination,12
2020,CA-517,White,Alone,551
2020,CA-517,White,In_Combination,355
2020,CA-518,"American Indian, Alaska Native, or Indigenous",Alone,*
2020,CA-518,"American Indian, Alaska Native, or Indigenous",In_Combination,56
2020,CA-518,Asian or Asian American,Alone,27
2020,CA-518,Asian or Asian American,In_Combination,18
2020,CA-518,"Black, African American or African",Alone,483
2020,CA-518,"Black, African American or African",In_Combination,85
2020,CA-518,Hispanic/Latina/e/o,Alone,11
2020,CA-518,Hispanic/Latina/e/o,In_Combination,200
2020,CA-518,Native Hawaiian or Pacific Islander,Alone,19
2020,CA-518,Native Hawaiian or Pacific Islander,In_Combination,26
2020,CA-518,White,Alone,415
2020,CA-518,White,In_Combination,212
2020,CA-519,"American Indian, Alaska Native, or Indigenous",Alone,50
2020,CA-519,"American Indian, Alaska Native, or Indigenous",In_Combination,104
2020,CA-519,Asian or Asian American,Alone,13
2020,CA-519,Asian or Asian American,In_Combination,13
2020,CA-519,"Black, African American or African",Alone,129
2020,CA-519,"Black, African American or African",In_Combination,69
2020,CA-519,Hispanic/Latina/e/o,Alone,*
2020,CA-519,Hispanic/Latina/e/o,In_Combination,254
2020,CA-519,Native Hawaiian or Pacific Islander,Alone,*
2020,CA-519,Native Hawaiian or Pacific Islander,In_Combination,25
2020,CA-519,White,Alone,1233
2020,CA-519,White,In_Combination,316
2020,CA-520,"American Indian, Alaska Native, or Indigenous",Alone,26
2020,CA-520,"American Indian, Alaska Native, or Indigenous",In_Combination,193
2020,CA-520,Asian or Asian American,Alone,52
2020,CA-520,Asian or Asian American,In_Combination,33
2020,CA-520,"Black, African American or African",Alone,361
2020,CA-520,"Black, African American or African",In_Combination,108
2020,CA-520,Hispanic/Latina/e/o,Alone,39
2020,CA-520,Hispanic/Latina/e/o,In_Combination,1410
2020,CA-520,Native Hawaiian or Pacific Islander,Alone,17
2020,CA-520,Native Hawaiian or Pacific Islander,In_Combination,26
2020,CA-520,White,Alone,640
2020,CA-520,White,In_Combination,1289
2020,CA-521,"American Indian, Alaska Native, or Indigenous",Alone,20
2020,CA-521,"American Indian, Alaska Native, or Indigenous",In_Combination,69
2020,CA-521,Asian or Asian American,Alone,11
2020,CA-521,Asian or Asian American,In_Combination,11
2020,CA-521,"Black, African American or African",Alone,273
2020,CA-521,"Black, African American or African",In_Combination,59
2020,CA-521,Hispanic/Latina/e/o,Alone,30
2020,CA-521,Hispanic/Latina/e/o,In_Combination,454
2020,CA-521,Native Hawaiian or Pacific Islander,Alone,*
2020,CA-521,Native Hawaiian or Pacific Islander,In_Combination,16
2020,CA-521,White,Alone,656
2020,CA-521,White,In_Combination,420
2020,CA-522,"American Indian, Alaska Native, or Indigenous",Alone,112
2020,CA-522,"American Indian, Alaska Native, or Indigenous",In_Combination,108
2020,CA-522,Asian or Asian American,Alone,12
2020,CA-522,Asian or Asian American,In_Combination,13
2020,CA-522,"Black, African American or African",Alone,41
2020,CA-522,"Black, African American or African",In_Combination,29
2020,CA-522,Hispanic/Latina/e/o,Alone,*
2020,CA-522,Hispanic/Latina/e/o,In_Combination,108
2020,CA-522,Native Hawaiian or Pacific Islander,Alone,*
2020,CA-522,Native Hawaiian or Pacific Islander,In_Combination,12
2020,CA-522,White,Alone,881
2020,CA-522,White,In_Combination,153
2020,CA-523,"American Indian, Alaska Native, or Indigenous",Alone,16
2020,CA-523,"American Indian, Alaska Native, or Indigenous",In_Combination,17
2020,CA-523,Asian or Asian American,Alone,*
2020,CA-523,Asian or Asian American,In_Combination,*
2020,CA-523,"Black, African American or African",Alone,*
2020,CA-523,"Black, African American or African",In_Combination,*
2020,CA-523,Hispanic/Latina/e/o,Alone,11
2020,CA-523,Hispanic/Latina/e/o,In_Combination,149
2020,CA-523,Native Hawaiian or Pacific Islander,Alone,*
2020,CA-523,Native Hawaiian or Pacific Islander,In_Combination,*
2020,CA-523,White,Alone,302
2020,CA-523,White,In_Combination,153
2020,CA-524,"American Indian, Alaska Native, or Indigenous",Alone,18
2020,CA-524,"American Indian, Alaska Native, or Indigenous",In_Combination,17
2020,CA-524,Asian or Asian American,Alone,*
2020,CA-524,Asian or Asian American,In_Combination,*
2020,CA-524,"Black, African American or African",Alone,64
2020,CA-524,"Black, African American or African",In_Combination,16
2020,CA-524,Hispanic/Latina/e/o,Alone,116
2020,CA-524,Hispanic/Latina/e/o,In_Combination,54
2020,CA-524,Native Hawaiian or Pacific Islander,Alone,*
2020,CA-524,Native Hawaiian or Pacific Islander,In_Combination,*
2020,CA-524,White,Alone,391
2020,CA-524,White,In_Combination,71
2020,CA-525,"American Indian, Alaska Native, or Indigenous",Alone,*
2020,CA-525,"American Indian, Alaska Native, or Indigenous",In_Combination,*
2020,CA-525,Asian or Asian American,Alone,*
2020,CA-525,Asian or Asian American,In_Combination,*
2020,CA-525,"Black, African American or African",Alone,20
2020,CA-525,"Black, African American or African",In_Combination,*
2020,CA-525,Hispanic/Latina/e/o,Alone,*
2020,CA-525,Hispanic/Latina/e/o,In_Combination,56
2020,CA-525,Native Hawaiian or Pacific Islander,Alone,*
2020,CA-525,Native Hawaiian or Pacific Islander,In_Combination,*
2020,CA-525,White,Alone,334
2020,CA-525,White,In_Combination,60
2020,CA-526,"American Indian, Alaska Native, or Indigenous",Alone,17
2020,CA-526,"American Indian, Alaska Native, or Indigenous",In_Combination,32
2020,CA-526,Asian or Asian American,Alone,*
2020,CA-526,Asian or Asian American,In_Combination,*
2020,CA-526,"Black, African American or African",Alone,33
2020,CA-526,"Black, African American or African",In_Combination,20
2020,CA-526,Hispanic/Latina/e/o,Alone,*
2020,CA-526,Hispanic/Latina/e/o,In_Combination,115
2020,CA-526,Native Hawaiian or Pacific Islander,Alone,*
2020,CA-526,Native Hawaiian or Pacific Islander,In_Combination,*
2020,CA-526,White,Alone,509
2020,CA-526,White,In_Combination,140
2020,CA-527,"American Indian, Alaska Native, or Indigenous",Alone,15
2020,CA-527,"American Indian, Alaska Native, or Indigenous",In_Combination,19
2020,CA-527,Asian or Asian American,Alone,*
2020,CA-527,Asian or Asian American,In_Combination,*
2020,CA-527,"Black, African American or African",Alone,16
2020,CA-527,"Black, African American or African",In_Combination,*
2020,CA-527,Hispanic/Latina/e/o,Alone,*
2020,CA-527,Hispanic/Latina/e/o,In_Combination,40
2020,CA-527,Native Hawaiian or Pacific Islander,Alone,*
2020,CA-527,Native Hawaiian or Pacific Islander,In_Combination,*
2020,CA-527,White,Alone,346
2020,CA-527,White,In_Combination,48
2020,CA-529,"American Indian, Alaska Native, or Indigenous",Alone,*
2020,CA-529,"American Indian, Alaska Native, or Indigenous",In_Combination,*
2020,CA-529,Asian or Asian American,Alone,*
2020,CA-529,Asian or Asian American,In_Combination,*
2020,CA-529,"Black, African American or African",Alone,*
2020,CA-529,"Black, African American or African",In_Combination,*
2020,CA-529,Hispanic/Latina/e/o,Alone,*
2020,CA-529,Hispanic/Latina/e/o,In_Combination,26
2020,CA-529,Native Hawaiian or Pacific Islander,Alone,*
2020,CA-529,Native Hawaiian or Pacific Islander,In_Combination,*
2020,CA-529,White,Alone,132
2020,CA-529,White,In_Combination,26
2020,CA-530,"American Indian, Alaska Native, or Indigenous",Alone,17
2020,CA-530,"American Indian, Alaska Native, or Indigenous",In_Combination,*
2020,CA-530,Asian or Asian American,Alone,*
2020,CA-530,Asian or Asian American,In_Combination,*
2020,CA-530,"Black, African American or African",Alone,*
2020,CA-530,"Black, African American or African",In_Combination,*
2020,CA-530,Hispanic/Latina/e/o,Alone,*
2020,CA-530,Hispanic/Latina/e/o,In_Combination,45
2020,CA-530,Native Hawaiian or Pacific Islander,Alone,*
2020,CA-530,Native Hawaiian or Pacific Islander,In_Combination,*
2020,CA-530,White,Alone,111
2020,CA-530,White,In_Combination,45
2020,CA-531,"American Indian, Alaska Native, or Indigenous",Alone,*
2020,CA-531,"American Indian, Alaska Native, or Indigenous",In_Combination,38
